Pk_Tournament;Player Name;Tournament Name;Round Reached;Matches Played;Points Earned;PrizePoll;categorie;country;Matches Won
902;Alejandro Galan;Asuncion Premier Padel P2;Final;5;300;250000.00;P2;Paraguay;4
903;Francisco Navarro;Asuncion Premier Padel P2;Semifinals;4;180;250000.00;P2;Paraguay;3
904;Juan Lebron;Asuncion Premier Padel P2;Semifinals;4;180;250000.00;P2;Paraguay;3
905;Franco Stupaczuk;Asuncion Premier Padel P2;Semifinals;4;180;250000.00;P2;Paraguay;3
906;Martin Di Nenno;Asuncion Premier Padel P2;Semifinals;4;180;250000.00;P2;Paraguay;3
907;Miguel Yanguas;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
908;Javier Garrido;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
909;Juan Tello;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
910;Fernando Belasteguin;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
911;Jeronimo Gonzalez;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
912;Alejandro Ruiz;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
913;Eduardo Alonso;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
914;Alejandro Arroyo;Asuncion Premier Padel P2;Quarterfinals;3;90;250000.00;P2;Paraguay;2
915;Maximiliano Sanchez;Asuncion Premier Padel P2;Round of 16;2;45;250000.00;P2;Paraguay;1
916;Carlos Daniel Gutierrez;Asuncion Premier Padel P2;Round of 16;2;45;250000.00;P2;Paraguay;1
917;Alejandro Galan;Asuncion P2;Winner;5;600;262250.00;P2;Paraguay;5
918;Federico Chingotto;Asuncion P2;Winner;5;600;262250.00;P2;Paraguay;5
919;Pablo Cardona;Asuncion P2;Final;5;360;262250.00;P2;Paraguay;4
920;Leandro Augsburger;Asuncion P2;Final;5;360;262250.00;P2;Paraguay;4
921;Juan Tello;Asuncion P2;Semifinals;4;180;262250.00;P2;Paraguay;3
922;Martin Di Nenno;Asuncion P2;Semifinals;4;180;262250.00;P2;Paraguay;3
923;Jose Antonio Diestro;Asuncion P2;Semifinals;4;180;262250.00;P2;Paraguay;3
924;Juanlu Esbri;Asuncion P2;Semifinals;4;180;262250.00;P2;Paraguay;3
925;Arturo Coello;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
926;Agustin Tapia;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
927;Franco Stupaczuk;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
928;Juan Lebron;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
929;Miguel Yanguas;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
930;Jorge Nieto;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
931;Alex Chozas;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
932;Carlos Daniel Gutierrez;Asuncion P2;Quarterfinals;3;90;262250.00;P2;Paraguay;2
933;Lucas Bergamini;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
934;Francisco Navarro;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
935;Jeronimo Gonzalez;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
936;Jon Sanz;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
937;Eduardo Alonso;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
938;Jairo Bautista;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
939;Victor Ruiz;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
940;Francisco Manuel Gil;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
941;Javier Leal;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
942;Francisco Guerrero;Asuncion P2;Round of 16;2;45;262250.00;P2;Paraguay;1
943;Miguel Deus;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
944;Nuno Deus;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
945;Enrique Goenaga;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
946;Luis Hernandez Quesada;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
947;Andres Fernandez Lancha;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
948;Enzo Jensen Sirvent;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
949;Valentino Libaak;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
950;Javier Garrido;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
951;Aris Patiniotis;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
952;David Gala Sanchez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
953;Javier Valdes;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
954;Guillermo Collado Losada;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
955;Manuel Aragon Herrera;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
956;Facundo Dehnike;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
957;Federico Mourino;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
958;Antonio Fernandez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
960;Agustin Gutierrez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
961;Lucas Campagnolo;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
962;Ignacio Sager;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
963;Mario Ortega;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
964;Ivan Ramirez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
965;Teodoro Zapata;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
966;Jose Jimenez Casas;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
967;Inigo Jofre;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
968;Alejandro Arroyo;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
969;Alvaro Cepero;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
970;Eduardo Agustin Torre;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
971;Gonzalo Rubio;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
972;Javier Ruiz;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
973;Juan Cruz Belluati;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
974;Pablo Lijo;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
975;Alejandro Ruiz;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
976;Maximiliano Sanchez;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
977;Martin Abud;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
978;Mariano Agustin Gonzalez San Martin;Asuncion P2;Round of 32;1;22;262250.00;P2;Paraguay;0
979;Jorge Nieto;Premier Padel Finals;Winner;4;1500;600000.00;Finals;Spain;4
980;Jon Sanz;Premier Padel Finals;Winner;4;1500;600000.00;Finals;Spain;4
981;Arturo Coello;Premier Padel Finals;Final;3;900;600000.00;Finals;Spain;2
982;Agustin Tapia;Premier Padel Finals;Final;3;900;600000.00;Finals;Spain;2
983;Juan Lebron;Premier Padel Finals;Semifinals;2;400;600000.00;Finals;Spain;1
984;Martin Di Nenno;Premier Padel Finals;Semifinals;2;400;600000.00;Finals;Spain;1
985;Jeronimo Gonzalez;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
986;Eduardo Alonso;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
987;Federico Chingotto;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
988;Alejandro Galan;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
989;Franco Stupaczuk;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
990;Miguel Yanguas;Premier Padel Finals;Quarterfinals;1;270;600000.00;Finals;Spain;0
991;Agustin Tapia;Premier Padel Finals Barcelona;Winner;3;1500;600000.00;Finals;Spain;3
992;Arturo Coello;Premier Padel Finals Barcelona;Winner;3;1500;600000.00;Finals;Spain;3
993;Alejandro Galan;Premier Padel Finals Barcelona;Final;3;900;600000.00;Finals;Spain;2
994;Federico Chingotto;Premier Padel Finals Barcelona;Final;3;900;600000.00;Finals;Spain;2
995;Franco Stupaczuk;Premier Padel Finals Barcelona;Semifinals;2;540;600000.00;Finals;Spain;1
996;Martin Di Nenno;Premier Padel Finals Barcelona;Semifinals;2;540;600000.00;Finals;Spain;1
997;Francisco Navarro;Premier Padel Finals Barcelona;Semifinals;2;540;600000.00;Finals;Spain;1
998;Jon Sanz;Premier Padel Finals Barcelona;Semifinals;2;540;600000.00;Finals;Spain;1
999;Juan Lebron;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
1000;Leandro Roman Augsburger;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
1001;Jorge Nieto Ruiz;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
1002;Miguel Yanguas;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
1003;Lucas Bergamini;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
1004;Javier Leal;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
1005;Jeronimo Gonzalez;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
1006;Francisco Guerrero;Premier Padel Finals Barcelona;Quarterfinals;1;270;600000.00;Finals;Spain;0
1007;Arturo Coello;Brussels Premier Padel P2;Winner;5;500;235000.00;P2;Belgium;5
1008;Agustin Tapia;Brussels Premier Padel P2;Winner;5;500;235000.00;P2;Belgium;5
1009;Federico Chingotto;Brussels Premier Padel P2;Final;5;300;235000.00;P2;Belgium;4
1010;Alejandro Galan;Brussels Premier Padel P2;Final;5;300;235000.00;P2;Belgium;4
1011;Miguel Yanguas;Brussels Premier Padel P2;Semifinals;4;180;235000.00;P2;Belgium;3
1012;Javier Garrido;Brussels Premier Padel P2;Semifinals;4;180;235000.00;P2;Belgium;3
1013;Jorge Nieto;Brussels Premier Padel P2;Semifinals;4;180;235000.00;P2;Belgium;3
1014;Jon Sanz;Brussels Premier Padel P2;Semifinals;4;180;235000.00;P2;Belgium;3
1015;Franco Stupaczuk;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
1016;Martin Di Nenno;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
1017;Jeronimo Gonzalez;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
1018;Alejandro Ruiz;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
1019;Maximiliano Sanchez;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
1020;Carlos Daniel Gutierrez;Brussels Premier Padel P2;Quarterfinals;3;90;235000.00;P2;Belgium;2
1021;Francisco Navarro;Brussels Premier Padel P2;Round of 16;2;45;235000.00;P2;Belgium;1
1022;Juan Lebron;Brussels Premier Padel P2;Round of 16;2;45;235000.00;P2;Belgium;1
1023;Franco Stupaczuk;Cancun P2;Winner;5;600;262250.00;P2;Mexico;5
1024;Juan Lebron;Cancun P2;Winner;5;600;262250.00;P2;Mexico;5
1025;Leonel Daniel Aguirre;Cancun P2;Final;5;360;262250.00;P2;Mexico;4
1026;Gonzalo Gabriel Alfonso;Cancun P2;Final;5;360;262250.00;P2;Mexico;4
1027;Jaume Romera Barcelo;Cancun P2;Semifinals;4;180;262250.00;P2;Mexico;3
1028;Simone Cremona;Cancun P2;Semifinals;4;180;262250.00;P2;Mexico;3
1029;Simon Vasquez;Cancun P2;Semifinals;4;180;262250.00;P2;Mexico;3
1030;Adam Axelsson;Cancun P2;Semifinals;4;180;262250.00;P2;Mexico;3
1031;Francisco Cabeza Teres;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
1032;Diego Garcia Garcia;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
1033;Alberto Garcia Jimenez;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
1034;Christian Medina Murphy;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
1035;Clement Geens;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
1036;Alejandro Jerez Carnero;Cancun P2;Quarterfinals;3;90;262250.00;P2;Mexico;2
1037;Gustavo Nunes;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
1038;Miguel Angel Solbes;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
1039;Roberto Belmont Pastor;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
1040;Victor Tur Checa;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
1041;Youssef Hossam;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
1042;Julian Lacamoire;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
1043;Nacho Moragues Molto;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
1044;Marc Sintes Villalonga;Cancun P2;Round of 16;2;45;262250.00;P2;Mexico;1
1045;Manuel Gayone;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1046;Axel William Guevara;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1047;Julien Seurin;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1048;Philemon Raichman;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1049;Cristobal Martinez;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1050;Pablo Molina Tofanelli;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1051;Sten Richters;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1052;Bram Meijer;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1053;Manuel Aragon Herrera;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1054;Facundo Dehnike;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1055;Luis Enrique Barrientos Garcia;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1056;Juan Pablo Castillo;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1057;Enzo Jensen Sirvent;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1058;Boris Castro Garcia;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1059;Manuel Castano Salguero;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1060;Nicolas Suescun;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1061;Adrian Naranjo Martinez;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1062;Christian Fuster;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1063;Emiliano Martin Iriart;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1064;Mauro Agustin Salandro;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1065;Teo Gamondi;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1066;Joel Olivera Palos;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1067;Pau Minano Ortiz;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1068;Thijs Roper;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1069;Pier Giulio Farabbi;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1070;Jaime Fermosell Delgado;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1071;Diego Arredondo Garcia;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1072;Jose Pablo Padilla;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1073;Pablo Reina Ambel;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1074;Antonio Varo Ramos;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1075;Andres Fernandez Lancha;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1076;Rodrigo Coello Manso;Cancun P2;Round of 32;1;22;262250.00;P2;Mexico;0
1077;Arturo Coello;Dubai Premier Padel P1;Winner;6;1000;470000.00;P1;UAE;6
1078;Agustin Tapia;Dubai Premier Padel P1;Winner;6;1000;470000.00;P1;UAE;6
1079;Federico Chingotto;Dubai Premier Padel P1;Final;6;600;470000.00;P1;UAE;5
1080;Alejandro Galan;Dubai Premier Padel P1;Final;6;600;470000.00;P1;UAE;5
1081;Martin Di Nenno;Dubai Premier Padel P1;Semifinals;5;360;470000.00;P1;UAE;4
1082;Juan Lebron;Dubai Premier Padel P1;Semifinals;5;360;470000.00;P1;UAE;4
1083;Franco Stupaczuk;Dubai Premier Padel P1;Semifinals;5;360;470000.00;P1;UAE;4
1084;Miguel Yanguas;Dubai Premier Padel P1;Semifinals;5;360;470000.00;P1;UAE;4
1085;Francisco Navarro;Dubai Premier Padel P1;Round of 16;3;90;470000.00;P1;UAE;2
1086;Pablo Cardona;Dubai Premier Padel P1;Round of 16;3;90;470000.00;P1;UAE;2
1087;Jorge Nieto;Dubai Premier Padel P1;Quarterfinals;4;180;470000.00;P1;UAE;3
1088;Jon Sanz;Dubai Premier Padel P1;Quarterfinals;4;180;470000.00;P1;UAE;3
1089;Jeronimo Gonzalez;Dubai Premier Padel P1;Quarterfinals;4;180;470000.00;P1;UAE;3
1090;Eduardo Alonso;Dubai Premier Padel P1;Quarterfinals;4;180;470000.00;P1;UAE;3
1091;Lucas Bergamini;Dubai Premier Padel P1;Round of 32;2;45;470000.00;P1;UAE;1
1092;Javier Garrido;Dubai Premier Padel P1;Round of 32;2;45;470000.00;P1;UAE;1
1093;Alejandro Arroyo;Dubai Premier Padel P1;Quarterfinals;4;180;470000.00;P1;UAE;3
1094;Alejandro Ruiz;Dubai Premier Padel P1;Quarterfinals;4;180;470000.00;P1;UAE;3
1095;Valentino Libaak;Dubai Premier Padel P1;Round of 32;2;45;470000.00;P1;UAE;1
1096;Fernando Belasteguin;Dubai Premier Padel P1;Round of 32;2;45;470000.00;P1;UAE;1
1097;Jose Antonio Diestro;Dubai Premier Padel P1;Round of 16;3;90;470000.00;P1;UAE;2
1098;Carlos Daniel Gutierrez;Dubai Premier Padel P1;Round of 16;3;90;470000.00;P1;UAE;2
1099;Maximiliano Sanchez;Dubai Premier Padel P1;Quarterfinals;4;180;470000.00;P1;UAE;3
1100;Luciano Capra;Dubai Premier Padel P1;Quarterfinals;4;180;470000.00;P1;UAE;3
1101;Inigo Jofre;Dubai Premier Padel P1;Round of 64;1;20;470000.00;P1;UAE;0
1102;Juan Tello;Dubai Premier Padel P1;Round of 64;1;20;470000.00;P1;UAE;0
1103;Lucas Campagnolo;Dubai Premier Padel P1;Round of 16;3;90;470000.00;P1;UAE;2
1104;Javier Leal;Dubai Premier Padel P1;Round of 16;3;90;470000.00;P1;UAE;2
1105;Alex Chozas;Dubai Premier Padel P1;Round of 32;2;45;470000.00;P1;UAE;1
1106;Leandro Augsburger;Dubai Premier Padel P1;Round of 32;2;45;470000.00;P1;UAE;1
1107;Victor Ruiz;Dubai Premier Padel P1;Round of 16;3;90;470000.00;P1;UAE;2
1108;Javier Ruiz;Dubai Premier Padel P1;Round of 16;3;90;470000.00;P1;UAE;2
1109;Arturo Coello;Dubai P1;Winner;6;1000;474500.00;P1;UAE;6
1110;Agustin Tapia;Dubai P1;Winner;6;1000;474500.00;P1;UAE;6
1111;Federico Chingotto;Dubai P1;Final;6;600;474500.00;P1;UAE;5
1112;Alejandro Galan;Dubai P1;Final;6;600;474500.00;P1;UAE;5
1113;Juan Lebron;Dubai P1;Semifinals;5;360;474500.00;P1;UAE;4
1114;Franco Stupaczuk;Dubai P1;Semifinals;5;360;474500.00;P1;UAE;4
1115;Martin Di Nenno;Dubai P1;Semifinals;5;360;474500.00;P1;UAE;4
1116;Leandro Roman Augsburger;Dubai P1;Semifinals;5;360;474500.00;P1;UAE;4
1117;Eduardo Alonso;Dubai P1;Quarterfinals;4;180;474500.00;P1;UAE;3
1118;Juan Tello;Dubai P1;Quarterfinals;4;180;474500.00;P1;UAE;3
1119;Jon Sanz;Dubai P1;Quarterfinals;4;180;474500.00;P1;UAE;3
1120;Francisco Navarro;Dubai P1;Quarterfinals;4;180;474500.00;P1;UAE;3
1121;Javier Garrido;Dubai P1;Quarterfinals;4;180;474500.00;P1;UAE;3
1122;Lucas Campagnolo;Dubai P1;Quarterfinals;4;180;474500.00;P1;UAE;3
1123;Jeronimo Gonzalez;Dubai P1;Quarterfinals;4;180;474500.00;P1;UAE;3
1124;Francisco Guerrero;Dubai P1;Quarterfinals;4;180;474500.00;P1;UAE;3
1125;Leonel Daniel Aguirre;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1126;Alex Chozas;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1127;Alejandro Ruiz Granados;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1128;Juanlu Esbri;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1129;Inigo Jofre;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1130;Alejandro Arroyo;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1131;Valentino Libaak;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1132;Jairo Bautista;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1133;Carlos Daniel Gutierrez;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1134;Gonzalo Gabriel Alfonso;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1135;Javier Leal;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1136;Lucas Bergamini;Dubai P1;Round of 16;3;90;474500.00;P1;UAE;2
1137;Luciano Capra;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1138;Aimar Goni Lacabe;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1139;Pablo Garcia Rodrigo;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1140;David Gala;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1141;Enrique Goenaga;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1142;Luis Hernandez Quesada;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1143;Gonzalo Rubio;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1144;Javier Ruiz;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1145;Guillermo Collado Losada;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1146;Pol Hernandez Alvarez;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1147;Teodoro Zapata;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1148;Francisco Cabeza Teres;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1149;Javier Barahona;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1150;Javier Garcia;Dubai P1;Round of 32;2;45;474500.00;P1;UAE;1
1151;Sergio Icardo;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1152;Francisco Jurado Sosa;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1153;Marc Quilez;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1154;Anton Sans;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1155;Jose Antonio Diestro;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1156;Victor Ruiz;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1157;Ramiro Valenzuela;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1158;Federico Mourino;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1159;Mario Ortega;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1160;Mario Huete Hernandez;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1161;Javier Martinez;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1162;Facundo Dominguez;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1163;Agustin Gutierrez;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1164;Javier Valdes;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1165;Fares Al Janahi;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1166;Majed Al Janahi;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1167;Pedro Melendez Amaya;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1168;Alvaro Melendez Amaya;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1169;Denis Tomas Perino;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1170;Ignacio Piotto Albornoz;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1171;Andres Fernandez Lancha;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1172;Ignacio Sager;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1173;Julian Lacamoire;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1174;Adrian Ronco Lopez;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1175;Maximiliano Arce Simo;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1176;Pablo Lijo;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1177;Ferran Insa Sotillo;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1178;Albert Roglan Pons;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1179;Francisco Manuel Gil Morales;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1180;Maximiliano Sanchez Aguero;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1181;Diego Garcia;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1182;Salva Oria;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1183;Flavio Abbate;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1330;Alejandro Arroyo;Madrid P1;Round of 16;3;90;474500.00;P1;Spain;2
1184;Manuel Castano Salguero;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1185;Jose Jimenez Casas;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1186;Maximiliano Sanchez Blasco;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1187;Daniel Santigosa Sastre;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1188;Marc Sintes Villalonga;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1189;Alvaro Montiel Caruso;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1190;Juan Cruz Belluati;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1191;Agustin Torre;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1192;Alvaro Cepero;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1193;Miguel Deus;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1194;Nuno Deus;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1195;Alejandro Jerez Carnero;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
1196;Miguel Lamperti;Dubai P1;Round of 64;1;22;474500.00;P1;UAE;0
